MONTHS_AS_CUSTOMER,AGE,POLICY_STATE,POLICY_CSL,POLICY_DEDUCTIBLE,POLICY_ANNUAL_PREMIUM,UMBRELLA_LIMIT,INSURED_SEX,INSURED_EDUCATION_LEVEL,INSURED_OCCUPATION,INSURED_RELATIONSHIP,POLICY_TENURE_MONTHS,POLICY_BIND_YEAR,INCIDENT_TYPE,COLLISION_TYPE,INCIDENT_SEVERITY,AUTHORITIES_CONTACTED,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,NUMBER_OF_VEHICLES_INVOLVED,PROPERTY_DAMAGE,BODILY_INJURIES,WITNESSES,POLICE_REPORT_AVAILABLE,CAPITAL_GAINS,CAPITAL_LOSS,TOTAL_CLAIM_AMOUNT,INJURY_CLAIM,PROPERTY_CLAIM,VEHICLE_CLAIM,CLAIM_TO_PREMIUM_RATIO,AUTO_MAKE,AUTO_MODEL,AUTO_YEAR,VEHICLE_AGE,INCIDENT_YEAR,INCIDENT_MONTH,SEVERITY_SCORE,FRAUD_FLAG
354,48,IL,500/1000,2000,1526.11,5000000,FEMALE,Masters,sales,unmarried,141,2003,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Columbus,12,1,,2,3,YES,0,0,90240,15040,15040,60160,59.13,Chevrolet,Malibu,1995,20,2015,1,1,0
342,53,IN,100/300,1000,1028.44,0,FEMALE,College,prof-specialty,not-in-family,110,2005,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Springfield,12,1,,0,0,NO,0,0,80960,14720,7360,58880,78.72,Accura,MDX,2000,15,2015,1,3,0
169,38,IL,100/300,1000,1555.94,0,MALE,PhD,craft-repair,own-child,120,2005,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Riverwood,12,3,NO,1,3,YES,23300,0,79080,6590,13180,59310,50.82,Mercedes,C300,2012,3,2015,1,4,0
339,49,IN,500/1000,2000,1570.77,0,MALE,JD,adm-clerical,not-in-family,251,1994,Vehicle Theft,,Minor Damage,None,SC,Columbus,13,1,NO,0,3,NO,98800,-65300,6820,1240,620,4960,4.34,Mercedes,ML350,2009,6,2015,1,1,0
259,42,OH,100/300,2000,1170.53,0,FEMALE,PhD,armed-forces,wife,228,1996,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbend,17,3,NO,1,2,YES,65000,-49200,62590,5690,11380,45520,53.47,Nissan,Pathfinder,2006,9,2015,1,4,0
65,23,OH,250/500,1000,1099.95,0,FEMALE,College,sales,wife,181,1999,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,14,1,NO,1,0,YES,0,-71900,52400,6550,6550,39300,47.64,Accura,MDX,2005,10,2015,1,3,1
254,46,IL,250/500,2000,1472.43,0,MALE,MD,tech-support,husband,126,2004,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,3,3,,1,3,YES,0,-90600,63580,5780,11560,46240,43.18,Volkswagen,Jetta,2004,11,2015,1,3,0
440,55,IL,250/500,500,1275.62,0,FEMALE,Associate,priv-house-serv,other-relative,26,2012,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,18,3,YES,2,1,NO,0,-56200,61400,6140,6140,49120,48.13,Nissan,Ultima,1995,20,2015,1,1,0
478,63,IL,250/500,1000,1292.30,0,MALE,High School,adm-clerical,own-child,68,2009,Parked Car,,Minor Damage,None,VA,Northbend,5,1,YES,1,3,NO,47600,0,4700,940,470,3290,3.64,Dodge,Neon,2007,8,2015,2,1,1
230,44,IN,250/500,2000,1009.37,0,FEMALE,College,prof-specialty,other-relative,176,2000,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,19,1,NO,0,2,YES,45400,-39400,74140,13480,13480,47180,73.45,BMW,X5,2015,0,2015,2,4,0
138,30,OH,500/1000,500,1093.07,4000000,FEMALE,PhD,other-service,wife,156,2002,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Hillsdale,0,1,,2,2,NO,27700,-72400,83160,6930,13860,62370,76.08,Volkswagen,Jetta,2011,4,2015,1,3,0
239,41,OH,250/500,1000,1325.44,7000000,FEMALE,JD,farming-fishing,other-relative,15,2013,Parked Car,,Trivial Damage,Police,NC,Arlington,22,1,,0,2,YES,51400,-6300,10790,1660,830,8300,8.14,Mercedes,E400,2013,2,2015,2,2,0
93,31,IL,100/300,2000,1017.18,0,FEMALE,MD,prof-specialty,husband,85,2008,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,21,3,YES,1,3,NO,0,0,48070,8740,8740,30590,47.26,Saab,92x,2014,1,2015,2,3,0
37,25,OH,100/300,1000,1221.17,0,FEMALE,Masters,protective-serv,not-in-family,142,2003,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,4,3,YES,0,0,YES,49300,0,51030,5670,11340,34020,41.79,Suburu,Impreza,1996,19,2015,1,1,0
254,40,IN,100/300,500,1927.87,0,MALE,MD,prof-specialty,husband,247,1994,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,10,1,YES,0,1,,0,0,43280,0,5410,37870,22.45,Honda,Civic,1996,19,2015,1,1,1
131,29,IN,250/500,1000,978.27,0,FEMALE,Associate,sales,own-child,19,2013,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,5,1,,1,3,NO,65700,0,76400,15280,7640,53480,78.10,Suburu,Forrestor,2003,12,2015,2,3,0
230,43,IN,100/300,2000,1221.14,0,MALE,MD,prof-specialty,wife,151,2002,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,13,1,,0,2,,48100,0,75460,13720,13720,48020,61.79,Audi,A5,2002,13,2015,1,4,0
313,50,OH,100/300,2000,1255.62,0,MALE,MD,armed-forces,unmarried,128,2004,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,Northbrook,18,3,YES,2,1,YES,0,0,69000,13800,6900,48300,54.95,Ford,F150,1995,20,2015,2,3,1
210,38,IN,250/500,500,999.52,0,MALE,JD,tech-support,other-relative,193,1998,Vehicle Theft,,Minor Damage,Police,VA,Springfield,6,1,,1,2,NO,0,0,8640,1440,720,6480,8.64,Accura,TL,2008,7,2015,1,1,0
101,29,OH,250/500,500,1380.89,0,MALE,PhD,armed-forces,own-child,6,2014,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,0,3,,2,1,,30000,-53000,67210,12220,12220,42770,48.67,BMW,X6,1996,19,2015,2,1,0
153,37,IN,500/1000,500,1010.77,0,MALE,High School,transport-moving,unmarried,110,2005,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,5,3,,0,3,NO,52300,-55600,42500,4250,4250,34000,42.05,Volkswagen,Jetta,1999,16,2015,1,4,0
337,53,OH,100/300,500,1205.86,0,MALE,Associate,armed-forces,wife,177,2000,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,8,1,YES,0,1,NO,0,-34600,86400,14400,7200,64800,71.65,Accura,RSX,2001,14,2015,2,1,0
360,51,IL,500/1000,1000,1526.61,0,MALE,Masters,handlers-cleaners,not-in-family,158,2001,Vehicle Theft,,Minor Damage,Police,SC,Hillsdale,5,1,YES,2,2,,0,-32900,4620,840,840,2940,3.03,Dodge,RAM,2009,6,2015,1,1,1
428,53,IL,100/300,1000,1496.44,0,FEMALE,High School,tech-support,unmarried,9,2014,Parked Car,,Trivial Damage,Police,NC,Springfield,9,1,YES,2,2,NO,0,0,6930,630,1260,5040,4.63,Honda,CRV,2013,2,2015,2,2,0
204,40,IL,100/300,500,1256.20,0,FEMALE,JD,sales,not-in-family,288,1991,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,10,3,YES,1,2,YES,0,0,41700,8340,8340,25020,33.20,Saab,95,2013,2,2015,1,1,0
364,51,IL,100/300,500,1268.35,0,MALE,Masters,transport-moving,wife,273,1992,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,16,1,YES,2,1,NO,0,0,77330,14060,14060,49210,60.97,Volkswagen,Jetta,2014,1,2015,1,3,1
185,35,IN,500/1000,2000,1421.59,0,MALE,College,other-service,own-child,178,2000,Vehicle Theft,,Trivial Damage,Police,WV,Arlington,8,1,,2,3,YES,0,0,4950,900,450,3600,3.48,Ford,F150,2011,4,2015,1,2,0
63,26,IL,500/1000,500,1500.04,6000000,MALE,PhD,craft-repair,own-child,232,1995,Vehicle Theft,,Minor Damage,Police,NC,Northbrook,5,1,NO,0,2,YES,0,-36500,5160,860,860,3440,3.44,Accura,TL,2004,11,2015,2,1,0
210,35,IL,100/300,500,1433.24,0,FEMALE,College,exec-managerial,not-in-family,10,2014,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Riverwood,11,3,NO,2,1,,0,-19500,24570,2730,2730,19110,17.14,Saab,95,2006,9,2015,2,4,1
194,38,IN,100/300,2000,1231.25,0,FEMALE,PhD,craft-repair,not-in-family,48,2011,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Arlington,15,3,,1,0,,46500,0,53680,4880,9760,39040,43.60,Toyota,Camry,2011,4,2015,1,1,0
294,49,IN,500/1000,500,1135.43,0,MALE,Masters,farming-fishing,own-child,229,1996,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,23,3,YES,1,1,YES,22700,0,42900,3900,3900,35100,37.78,Chevrolet,Malibu,2010,5,2015,2,4,0
272,41,OH,250/500,2000,945.73,5000000,MALE,MD,protective-serv,wife,286,1991,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,23,1,NO,0,0,NO,38600,-42800,84100,16820,8410,58870,88.93,Ford,Escape,2009,6,2015,2,1,1
27,27,IN,100/300,2000,1118.76,0,FEMALE,College,adm-clerical,own-child,152,2002,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,23,1,,1,3,,0,-55800,61560,6840,6840,47880,55.03,Ford,Fusion,2008,7,2015,2,4,0
251,39,IN,500/1000,2000,1231.98,0,FEMALE,Associate,other-service,not-in-family,189,1999,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,10,1,YES,0,0,,0,-31700,44240,5530,5530,33180,35.91,Dodge,RAM,1997,18,2015,1,1,0
180,33,IN,500/1000,2000,1005.47,0,FEMALE,JD,protective-serv,own-child,70,2009,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,12,4,,2,3,YES,58100,-49000,57700,11540,5770,40390,57.39,Jeep,Grand Cherokee,2002,13,2015,2,1,0
392,50,OH,100/300,2000,1108.97,0,FEMALE,PhD,exec-managerial,not-in-family,281,1991,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,4,1,NO,2,2,YES,68400,-66800,108030,16620,16620,74790,97.41,Saab,92x,2002,13,2015,1,1,0
143,30,IN,100/300,500,1392.39,5000000,FEMALE,High School,exec-managerial,unmarried,278,1991,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,16,1,NO,2,0,YES,0,-65700,54300,10860,5430,38010,39.00,Toyota,Highlander,2010,5,2015,1,1,0
371,54,IN,100/300,2000,1317.97,0,MALE,High School,craft-repair,wife,33,2012,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,18,3,,1,2,,34700,-81000,32280,5380,5380,21520,24.49,Ford,Fusion,2010,5,2015,1,3,1
292,42,IN,250/500,1000,1588.22,0,MALE,JD,machine-op-inspct,other-relative,94,2007,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,15,3,YES,1,1,NO,0,-53800,84600,16920,8460,59220,53.27,Chevrolet,Malibu,2007,8,2015,1,4,0
165,35,IL,250/500,500,900.02,6000000,MALE,College,craft-repair,own-child,26,2012,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,8,1,NO,1,3,YES,0,-49900,69700,6970,6970,55760,77.44,BMW,3 Series,2008,7,2015,2,4,0
158,33,OH,100/300,1000,1744.64,3000000,MALE,JD,prof-specialty,unmarried,14,2013,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,4,3,NO,0,1,NO,0,0,36400,3640,7280,25480,20.86,Volkswagen,Jetta,1998,17,2015,2,4,0
241,39,OH,250/500,1000,1260.56,0,FEMALE,JD,adm-clerical,own-child,118,2005,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,20,3,NO,0,2,YES,0,-54900,37520,4690,4690,28140,29.76,Jeep,Wrangler,2010,5,2015,2,1,0
103,33,OH,500/1000,2000,1021.14,0,FEMALE,Masters,other-service,wife,244,1994,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,1,3,NO,2,3,,69500,-47700,79090,14380,14380,50330,77.45,Dodge,RAM,2014,1,2015,1,3,0
402,54,OH,250/500,2000,1285.09,0,MALE,JD,farming-fishing,not-in-family,138,2003,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,19,1,NO,0,2,YES,48000,-79600,67770,7530,15060,45180,52.74,Mercedes,ML350,2013,2,2015,2,3,1
102,32,OH,100/300,500,1537.07,3000000,MALE,JD,tech-support,wife,5,2014,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,11,1,NO,1,0,NO,0,0,47400,9480,4740,33180,30.84,Chevrolet,Silverado,2004,11,2015,2,4,1
182,40,IN,100/300,1000,1022.42,0,MALE,PhD,other-service,husband,38,2011,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,13,1,YES,0,2,,50000,-56900,71100,7110,14220,49770,69.54,Audi,A3,2008,7,2015,2,4,0
282,46,OH,100/300,2000,1558.86,0,MALE,MD,other-service,wife,282,1991,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,2,1,,2,2,NO,51100,-75100,69400,13880,6940,48580,44.52,BMW,M5,2012,3,2015,2,1,0
222,39,OH,500/1000,500,1757.87,0,MALE,High School,transport-moving,not-in-family,131,2004,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,9,3,YES,2,1,,71400,0,55000,5000,10000,40000,31.29,Saab,93,1996,19,2015,1,3,1
415,52,IN,250/500,1000,973.50,0,MALE,PhD,machine-op-inspct,not-in-family,0,2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,15,2,YES,1,3,YES,50400,0,51090,7860,7860,35370,52.48,Toyota,Highlander,2003,12,2015,2,4,0
51,34,OH,500/1000,500,1430.80,0,MALE,PhD,machine-op-inspct,unmarried,14,2013,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,23,1,,2,3,NO,0,0,64200,6420,19260,38520,44.87,Honda,Civic,2007,8,2015,2,3,1
255,45,IL,500/1000,500,1192.27,0,MALE,High School,sales,own-child,291,1990,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,16,1,NO,2,0,YES,0,-40200,67320,12240,12240,42840,56.46,Ford,Fusion,2006,9,2015,1,4,0
143,31,IL,250/500,500,1163.83,0,MALE,Associate,protective-serv,husband,7,2014,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,21,4,YES,2,0,,37700,0,76120,6920,13840,55360,65.40,Audi,A5,1999,16,2015,2,3,0
130,28,OH,500/1000,1000,1003.15,0,FEMALE,JD,farming-fishing,other-relative,278,1991,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,21,2,YES,2,1,NO,0,-38500,85020,13080,13080,58860,84.75,Ford,Fusion,2010,5,2015,1,1,0
242,41,OH,250/500,2000,1153.54,6000000,MALE,Masters,protective-serv,unmarried,292,1990,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,3,3,NO,0,1,,0,-57000,68090,12380,12380,43330,59.03,Toyota,Corolla,2009,6,2015,2,1,0
96,27,IL,100/300,1000,1631.10,0,FEMALE,High School,priv-house-serv,wife,71,2009,Parked Car,,Trivial Damage,Police,WV,Arlington,4,1,,1,2,NO,0,0,6030,670,670,4690,3.70,Nissan,Pathfinder,2007,8,2015,1,2,0
180,35,IL,500/1000,1000,1252.48,0,MALE,MD,machine-op-inspct,wife,115,2005,Vehicle Theft,,Minor Damage,None,OH,Springfield,17,1,,1,3,NO,0,-55800,5100,1020,510,3570,4.07,Chevrolet,Malibu,2000,15,2015,2,1,0
150,30,IN,100/300,1000,1677.26,0,MALE,College,sales,own-child,250,1994,Vehicle Theft,,Trivial Damage,Police,WV,Springfield,7,1,YES,1,3,YES,40100,0,4590,510,510,3570,2.74,Volkswagen,Jetta,2013,2,2015,1,2,0
463,59,IL,250/500,1000,979.73,0,FEMALE,JD,exec-managerial,not-in-family,246,1994,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,14,2,,1,2,NO,51700,0,72400,7240,14480,50680,73.90,Chevrolet,Tahoe,1999,16,2015,2,3,1
472,64,IN,250/500,500,989.24,0,MALE,Masters,other-service,not-in-family,30,2012,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,13,1,NO,2,3,NO,0,0,70900,14180,7090,49630,71.67,Mercedes,ML350,2002,13,2015,2,3,0
75,25,IL,500/1000,1000,1389.86,0,FEMALE,Associate,priv-house-serv,husband,37,2011,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,23,2,,2,3,YES,0,0,65100,6510,6510,52080,46.84,Saab,93,2011,4,2015,1,4,0
193,40,OH,100/300,500,1233.85,0,FEMALE,College,handlers-cleaners,husband,120,2005,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Hillsdale,23,3,,2,1,YES,0,0,64260,0,14280,49980,52.08,Ford,Escape,1999,16,2015,2,4,0
43,43,IL,500/1000,500,1320.39,0,FEMALE,Associate,armed-forces,not-in-family,206,1997,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,16,1,,2,1,,0,0,79970,7270,21810,50890,60.57,Honda,CRV,1996,19,2015,1,3,1
253,41,IN,100/300,1000,1435.09,0,FEMALE,College,machine-op-inspct,not-in-family,129,2004,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,17,1,NO,2,0,,36600,0,56610,6290,6290,44030,39.45,Chevrolet,Tahoe,1995,20,2015,1,4,0
152,30,IN,500/1000,500,1448.54,0,FEMALE,JD,craft-repair,wife,63,2009,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,9,1,YES,1,1,,58600,0,84590,7690,7690,69210,58.40,Toyota,Highlander,2000,15,2015,2,3,1
160,38,OH,250/500,500,1733.56,0,MALE,High School,sales,wife,64,2009,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,13,3,NO,2,1,YES,0,-43800,66780,7420,14840,44520,38.52,Mercedes,ML350,1996,19,2015,1,3,0
56,36,IN,100/300,500,1533.07,0,MALE,JD,farming-fishing,own-child,62,2009,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Springfield,13,1,YES,1,2,YES,0,-28800,58500,0,6500,52000,38.16,Ford,Escape,2001,14,2015,1,3,0
286,41,IL,100/300,500,1106.77,0,FEMALE,College,prof-specialty,other-relative,161,2001,Parked Car,,Trivial Damage,Police,WV,Columbus,3,1,,2,0,NO,45500,-62500,5000,500,500,4000,4.52,Dodge,RAM,2003,12,2015,2,2,0
3,29,IL,100/300,500,995.70,5000000,FEMALE,JD,priv-house-serv,unmarried,267,1992,Parked Car,,Trivial Damage,Police,PA,Springfield,3,1,,2,1,,0,0,5000,500,1000,3500,5.02,Mercedes,E400,2008,7,2015,2,2,1
286,41,IL,250/500,1000,1298.85,6000000,FEMALE,High School,sales,other-relative,193,1998,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,16,3,,1,3,YES,71300,-70300,54450,6050,12100,36300,41.92,Saab,92x,2007,8,2015,1,3,0
239,38,OH,250/500,1000,1276.73,5000000,FEMALE,Masters,handlers-cleaners,other-relative,294,1990,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,12,3,NO,1,3,,0,0,61920,6880,6880,48160,48.50,Saab,93,2003,12,2015,2,3,0
64,29,OH,250/500,2000,1202.28,0,MALE,High School,exec-managerial,other-relative,39,2011,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,4,1,,1,2,NO,0,-61400,43700,4370,4370,34960,36.35,Nissan,Pathfinder,2007,8,2015,1,1,1
98,31,IN,100/300,500,671.92,0,MALE,Masters,machine-op-inspct,wife,299,1990,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,3,1,,2,0,,0,-26400,64080,7120,7120,49840,95.37,Ford,Escape,1997,18,2015,1,1,0
16,35,IL,250/500,1000,1358.03,0,MALE,JD,sales,own-child,291,1990,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,0,1,NO,2,1,,59300,-31400,55000,10000,10000,35000,40.50,Volkswagen,Jetta,2008,7,2015,2,4,1
70,27,IN,250/500,1000,1008.79,4000000,FEMALE,Masters,adm-clerical,own-child,126,2004,Vehicle Theft,,Trivial Damage,Police,WV,Columbus,19,1,NO,2,3,,46000,0,4400,0,550,3850,4.36,Toyota,Camry,2000,15,2015,1,2,0
75,27,OH,100/300,1000,1141.10,0,MALE,JD,armed-forces,other-relative,254,1993,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,15,2,,0,1,YES,0,0,71640,5970,11940,53730,62.78,Toyota,Highlander,2008,7,2015,2,1,0
246,44,OH,100/300,1000,1397.00,0,MALE,High School,machine-op-inspct,not-in-family,238,1995,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,6,1,NO,1,0,NO,0,0,61740,6860,6860,48020,44.19,Accura,MDX,1997,18,2015,1,1,0
110,27,OH,500/1000,1000,1664.66,0,FEMALE,Associate,priv-house-serv,own-child,66,2009,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,3,1,,0,3,,0,-66200,57500,5750,5750,46000,34.54,Audi,A3,2010,5,2015,2,4,0
236,39,IN,250/500,1000,1151.39,4000000,FEMALE,Masters,exec-managerial,wife,218,1996,Parked Car,,Minor Damage,Police,NY,Springfield,17,1,YES,0,0,,0,-63900,8700,870,1740,6090,7.56,Accura,RSX,2003,12,2015,1,1,0
267,46,OH,100/300,2000,1546.01,0,FEMALE,MD,adm-clerical,wife,125,2004,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,4,4,NO,2,1,,0,0,77100,15420,7710,53970,49.87,Volkswagen,Jetta,1996,19,2015,1,4,0
463,57,IL,250/500,500,1063.67,0,MALE,Masters,priv-house-serv,wife,283,1991,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,14,1,NO,2,0,YES,0,0,59400,6600,6600,46200,55.84,Dodge,Neon,1995,20,2015,2,1,0
303,46,IN,100/300,1000,709.14,0,MALE,Masters,machine-op-inspct,husband,121,2005,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,3,3,NO,1,0,NO,0,0,54890,9980,4990,39920,77.40,Toyota,Corolla,2006,9,2015,2,1,0
137,30,IL,250/500,500,1039.55,0,MALE,MD,exec-managerial,unmarried,38,2011,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,4,3,,2,1,,55600,-59700,74030,6730,13460,53840,71.21,Chevrolet,Tahoe,2005,10,2015,2,1,0
56,42,IL,250/500,500,1339.39,0,FEMALE,Associate,adm-clerical,not-in-family,223,1996,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,13,1,,1,2,YES,0,0,61490,11180,11180,39130,45.91,BMW,X5,1998,17,2015,2,4,0
75,27,IN,250/500,1000,1202.75,0,MALE,High School,handlers-cleaners,not-in-family,269,1992,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,23,3,NO,0,2,YES,57900,-90100,79560,6630,13260,59670,66.15,Volkswagen,Passat,2003,12,2015,1,1,0
131,33,IL,100/300,2000,1081.17,0,MALE,MD,sales,wife,291,1990,Parked Car,,Minor Damage,Police,NY,Northbend,3,1,,0,1,NO,0,-65200,4900,490,490,3920,4.53,Toyota,Camry,2010,5,2015,1,1,0
153,34,IL,250/500,500,991.39,0,MALE,High School,tech-support,other-relative,252,1994,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,0,3,,1,0,NO,45600,-61400,77770,14140,14140,49490,78.45,Nissan,Pathfinder,2000,15,2015,2,4,0
255,43,IN,500/1000,500,984.02,0,FEMALE,JD,transport-moving,unmarried,93,2007,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,14,2,,2,2,,75800,0,74700,7470,14940,52290,75.91,Nissan,Maxima,2007,8,2015,2,3,1
103,26,IL,100/300,500,1354.83,0,MALE,MD,tech-support,husband,9,2014,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,14,2,NO,2,2,,66300,0,40600,4060,4060,32480,29.97,Volkswagen,Passat,2010,5,2015,1,1,0
97,28,OH,100/300,1000,830.31,0,MALE,JD,farming-fishing,husband,59,2010,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,22,1,,1,0,,0,-32600,45270,10060,10060,25150,54.52,Jeep,Wrangler,2006,9,2015,1,4,0
214,36,IL,100/300,2000,987.42,7000000,FEMALE,Associate,machine-op-inspct,own-child,175,2000,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,17,3,NO,0,3,,0,0,47080,4280,8560,34240,47.68,Saab,93,2006,9,2015,1,1,0
438,57,OH,500/1000,500,1119.29,0,FEMALE,MD,machine-op-inspct,husband,279,1991,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,14,1,,0,0,NO,0,0,40700,4070,4070,32560,36.36,Volkswagen,Passat,2000,15,2015,1,1,1
87,27,OH,100/300,500,1048.39,0,FEMALE,Masters,transport-moving,own-child,133,2004,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,2,1,,2,1,YES,0,0,34650,6300,3150,25200,33.05,Ford,F150,1996,19,2015,2,1,0
27,28,OH,500/1000,1000,1074.47,0,MALE,MD,protective-serv,wife,271,1992,Parked Car,,Trivial Damage,Police,WV,Riverwood,4,1,,2,0,,0,0,3200,400,400,2400,2.98,Jeep,Grand Cherokee,2012,3,2015,2,2,0
206,42,IL,500/1000,1000,1230.76,0,MALE,High School,machine-op-inspct,unmarried,255,1993,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,2,1,,1,1,NO,0,-74200,78980,7180,14360,57440,64.17,Saab,92x,1997,18,2015,1,3,1
127,31,OH,500/1000,500,1255.02,0,MALE,Associate,sales,not-in-family,150,2002,Parked Car,,Minor Damage,None,SC,Riverwood,10,1,YES,1,0,NO,58200,0,6160,560,1120,4480,4.91,Nissan,Ultima,1996,19,2015,1,1,0
422,60,IN,100/300,1000,1555.52,0,FEMALE,MD,machine-op-inspct,own-child,51,2010,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,11,1,YES,1,1,NO,43600,-67800,85250,15500,7750,62000,54.80,Mercedes,E400,1999,16,2015,2,3,0
303,50,IL,100/300,2000,836.11,5000000,MALE,Masters,sales,not-in-family,214,1997,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,1,4,YES,1,2,NO,0,0,72840,12140,6070,54630,87.12,Dodge,Neon,2010,5,2015,1,3,0
228,40,IN,100/300,500,1450.98,0,MALE,Associate,exec-managerial,husband,214,1997,Parked Car,,Trivial Damage,Police,WV,Northbend,20,1,,0,2,NO,43700,0,6050,1100,1100,3850,4.17,Toyota,Camry,2010,5,2015,1,2,0
